Master_Plot,NO_LichenSpp,NO_LichensMatrix,NO_indeterminatespp,NO_PBAbsent,NO_PBCyanobact,NO_PBGreencoccoid,NO_PBGreentrent,NO_PBPolymorph,NO_PBGreenStichoc,NO_Bark,NO_Humus,NO_Lichen,NO_noncalc.rock,NO_Wood,NO_Leaf,NO_Calc.rock,NO_Fungi,NO_Hepatics,NO_EpiphyticMacrolichenNO_,NO_EpiphyticMacrolichenYes,NO_Lichenized,NO_nonLichenized,NO_ParasiteNo,NO_ParasiteYes,NO_Crustose,NO_Foliose,NO_Fruticose,NO_Polymorp,NO_Squam,NO_Umbilicate,NO_FungalAsexual,NO_LichenizedAsexual,NO_Polymorphic,NO_Sexual,Date_Inventoried,DateSampled,State,Plot_Code_AUTOFILLS,SiteNameEmu,County,OwnerEmuIRN,Jurisdiction,Locality_Data,HabitatData,General_Geology,Precise_Geology,Latitude,Longitude,Elevm,Slope,Aspect,Collecting_Time_Mins,NO_Collectors,LichenDiversity,NO_VoucherCollections,WetDryDay,RockCover,LargeTrees,CanopyCover,Understory,Weediness,Recruitment,Litter,Loggyness,PatchSize,Neighborhood,DistancetoCore,SumHabitatQuality,SumDBH,AverDBH,NO_Shrubspp,NO_Treespp,NO_Woodyspp,Notes
176,109,108,1,4,4,90,10,0,0,99,3,2,1,3,0,0,0,0,64,44,104,4,106,2,60,37,7,3,1,0,1,51,4,52,12/22/2019,12/22/2019,TN,TN-MP-176,GSMNP-Greenbrier,Sevier,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, low E-facing slopes of Little Mountain, above tributary of the Sweetwater Branch of the Little River, 0.25 mi W of Greenbrier, 0.2 mi E of Wear Cove Gap Rd.","Mixed hardwood (Acer saccharum, Carya, Oxydendrum, Quercus alba, Q. rubra) – conifer (Pinus strobus, Tsuga) forest with ericaceous (Kalmia, Rhododendron maximum) understory",Non_calcareous,Non_calcareous,35.684,-83.64254,558,15,East_facing,90,1,109,142,Wet,1,3,3,15,7,10,5,0,8,3.2,5,59.2,703,70.3,3,10,13, 
177,103,102,1,0,9,88,3,2,0,95,1,0,2,4,0,0,0,0,45,57,102,0,102,0,40,50,5,2,4,1,0,68,3,31,6/30/2020,6/30/2020,NC,NC-MP-177,PNF-Gingercake,Burke,256556,United_States_National_Forest_Service,"Pisgah National Forest, Linville Gorge Wilderness Area, summit of Gingercake Mountain, Jonas Ridge Trail ~1.2 mi N of jct w/ Table Rock Rd./FSR496","Mixed hardwood (Acer saccharum, Betula lenta, Nyssa, Quercus alba, Q. rubra) forest with sparse conifers (Pinus strobus, Tsuga) and abundant Hamamelis, Kalmia and Rhododendron",Non_calcareous,Non_calcareous,35.93908,-81.8901,1255,5,West_facing,90,1,103,129,Wet,1,3,5,15,15,10,5,3,10,1.6,5,72.6,629,104.83,4,12,16, 
178,95,91,4,0,1,90,0,0,0,53,13,0,20,5,0,0,0,0,58,33,91,0,91,0,37,32,6,12,0,4,1,43,8,39,6/30/2020,6/30/2020,NC,NC-MP-178,PNF-Sitting Bear,Burke,256556,United_States_National_Forest_Service,"Pisgah National Forest, Linville Gorge Wilderness Area, Jonas Ridge, S outcrops of Sitting Bear Mountain summit, Jonas Ridge Trail ~0.4 mi N of jct w/ Table Rock Rd./FSR496","Large schist and quartz outcrops with ericaceous shrubs (Kalmia latifolia, K. buxifolia, Rhododendron catawbiense), young mixed hardwoods (Acer saccharum, Diospyros, Prunus, Sassafras), pine (Pinus rigida, P. pungens, P. strobus) and sparse Tsuga",Non_calcareous,Quartzite,35.92917,-81.89063,1224,20,South_facing,100,1,95,118,Dry,8,3,5,20,15,10,5,0,10,5.2,5,78.2,52,52,4,10,14, 
179,70,69,1,0,0,64,4,1,0,46,3,0,15,5,0,0,0,0,46,23,69,0,69,0,36,22,1,6,2,2,1,38,7,23,7/1/2020,7/1/2020,NC,NC-MP-179,PNF-Hawksbill,Burke,256556,United_States_National_Forest_Service,"Pisgah National Forest, Linville Gorge Wilderness Area, Jonas Ridge, N-facing middle slopes of Hawksbill Mountain","Massive shaded non-calcareous cliff and talus, with Rhododendron thickets, mature hemlock (Tsuga) stands and sparse hardwoods (Acer, Betula lenta, Quercus prinus)",Non_calcareous,Non_calcareous,35.90365,-81.88693,1143,20,North_facing,90,3,70,76,Dry,9,10,5,20,15,10,5,5,10,4,5,89,781,156.2,6,7,13, 
180,102,101,1,1,8,84,6,2,0,85,2,1,10,3,0,0,0,0,60,41,100,1,100,1,54,37,3,3,3,1,1,55,4,41,7/3/2020,7/3/2020,NC,NC-MP-180,PNF-High Rocks,Yancey,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, High Rocks, Appalachian Trail 0.6 mi NE of Whistling Gap","Large schist outcrops with mixed hardwoods (Acer saccharum, Betula lenta, Ilex montana, Quercus alba, Q. rubra) and shrub thickets (Clethra, Kalmia, Rhododendron catawbiense)",Non_calcareous,Schist,36.02299,-82.42872,1304,10,South_facing,90,2,102,124,Dry,8,3,5,15,15,10,5,0,10,5.2,5,73.2,270,67.5,5,11,16, 
181,117,115,2,3,3,102,5,2,0,73,1,3,36,1,0,1,0,0,73,42,112,3,111,4,58,43,9,1,1,3,0,66,0,49,7/3/2020,7/3/2020,NC,NC-MP-181,PNF-Bald Mountain,Yancey,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, S-slopes of Bald Mountain, S of Appalachian Trail, 1.9 mi SW of Little Bald, 0.7 mi N of Big Stamp","Northern hardwoods (Acer saccharum, Amelanchier, Betula alleghaniensis, Quercus rubra) forest with occasional Rhododendron catawbiense-Fagus thickets and small schist outcrops",Non_calcareous,Schist,35.99777,-82.47822,1563,10,South_facing,70,2,117,140,Dry,1,3,5,20,15,10,5,3,10,3.2,5,79.2,706,100.86,3,10,13, 
182,99,97,2,2,3,84,6,2,0,79,4,1,11,2,0,0,0,0,56,41,95,2,96,1,47,37,5,4,2,2,1,46,4,46,7/5/2020,7/5/2020,NC,NC-MP-182,PNF-Big Butt,Yancey,256556,United_States_National_Forest_Service,"Pisgah National Forest, Craggy Mountains, W-slopes of Big Butt, Brush Fence Ridge, Big Butt Trail/Trail 161 ~1.2 mi N of Point Misery, ~3 mi N of Blue Ridge Parkway","Beech (Fagus) dominated northern hardwood (Acer, Betula alleghaniensis, Fagus, Quercus rubra) forest with Crataegus understory, occasional Picea and schist outcrops",Non_calcareous,Schist,35.78431,-82.34505,1773,10,West_facing,70,1,99,124,Wet,3,4,5,20,15,10,5,1,10,5.2,5,80.2,494,61.75,2,7,9, 
183,95,93,2,3,2,84,4,0,0,74,6,3,5,4,1,0,0,0,63,30,90,3,90,3,55,28,3,6,1,0,1,39,5,48,7/6/2020,7/6/2020,NC,NC-MP-183,GSMNP-Big Cataloochee,Haywood,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, S slopes of Big Cataloochee Mountain, between Balsam Corner and Big Butt, E of Lost Bottom Creek, Sterling Ridge Trail ~0.5 mi E of jct w/ Balsam Mountain Trail","Mixed spruce (Picea) – hardwood (Acer saccharum, A. pensylvanicum, A. spicatum, Amelanchier, Betula alleghaniensis, Sorbus) forest with Rhododendron catawbiense understory",Non_calcareous,Non_calcareous,35.66655,-83.17936,1685,10,West_facing,80,2,95,126,Dry,3,3,5,20,15,10,5,3,10,5.2,5,81.2,712,118.67,2,7,9, 
184,94,91,3,0,0,87,3,1,0,82,3,0,2,4,0,0,0,0,49,42,91,0,91,0,45,35,7,4,0,0,1,49,3,38,7/6/2020,7/6/2020,NC,NC-MP-184,GSMNP-Cooks Creek,Haywood,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, S slopes of Mount Sterling Ridge, between headwaters of Cooks Creek and Onion Bed Branch of Pretty Hollow Creek, Sterling Ridge Trail ~2.2 mi E of jct w/ Balsam Mountain Trail","Mature mixed spruce (Picea) – hardwood (Acer saccharum, A. pensylvanicum, A. spicatum, Amelanchier, Betula alleghaniensis, Sorbus) forest with Rhododendron catawbiense understory",Non_calcareous,Non_calcareous,35.67593,-83.1616,1698,10,East_facing,70,2,94,117,Dry,2,6,5,25,15,10,5,3,10,5.2,5,89.2,797,132.83,3,9,12, 
185,60,57,3,0,0,56,1,0,0,48,3,0,3,3,0,0,0,0,28,29,57,0,57,0,25,26,3,3,0,0,2,42,4,9,7/13/2020,7/13/2020,NC,NC-MP-185,GMSP-Calloway Peak,Watauga County,259266,North_Carolina_State_Parks,"Grandfather Mountain State Park, Grandfather Mountain, S slopes of Calloway Peak","Fir (Abies fraseri) dominated spruce (Picea) – fir forest with Sorbus, Betula and non-calcareous rock outcrops",Non_calcareous,Non_calcareous,36.11168,-81.81091,1809,10,South_facing,70,2,60,82,Dry,2,4,5,20,15,10,5,4,10,3.2,5,81.2,672,67.2,4,5,9, 
186,86,84,2,1,5,73,3,2,0,78,2,1,2,1,0,0,0,0,44,40,83,1,83,1,40,37,3,2,0,2,0,52,2,30,7/13/2020,7/13/2020,NC,NC-MP-186,GMSP-Shanty Spring,Avery County,259266,North_Carolina_State_Parks,"Grandfather Mountain State Park, Grandfather Mountain, N-slopes N of Profile Trail, ~0.3 mi W of jct w/ Grandfather Trail","Mature northern hardwood (Acer pensylvanicum, A. spicatum, Aesculus, Betula alleghaniensis) – spruce (Picea) forest with large non-calcareous rock outcrops",Non_calcareous,Non_calcareous,36.11211,-81.81832,1576,5,North_facing,60,4,86,109,Dry,5,6,5,20,15,10,5,5,10,3.2,5,84.2,564,94,0,5,5, 
187,81,79,2,0,0,76,3,0,0,43,4,0,30,2,0,0,0,0,54,25,79,0,79,0,37,30,2,5,1,4,0,41,5,33,7/14/2020,7/14/2020,NC,NC-MP-187,GMSP-McCrae,Avery County,259266,North_Carolina_State_Parks,"Grandfather Mountain State Park, Grandfather Mountain, E-slopes of McCrae Peak below Grandfather Trail","Massive granite outcrop with ericaceous shrubs (Rhododendron catawbiense, Vaccinium) and stands of spruce (Picea) – fir (Abies) – Sorbus",Non_calcareous,Granite,36.10168,-81.82222,1741,40,East_facing,70,4,81,97,Dry,10,3,5,20,15,10,5,0,10,3.2,5,76.2,58,58,4,3,7, 
188,68,65,3,2,0,62,1,0,0,39,7,1,18,0,0,0,0,0,40,25,63,2,64,1,30,24,3,5,1,2,0,35,3,27,7/14/2020,7/14/2020,NC,NC-MP-188,GMSP-Raven Rocks,Avery County,259266,North_Carolina_State_Parks,"Grandfather Mountain State Park, Grandfather Mountain, Raven Rocks, Grandfather Trail ~0.4 mi N of McCrae Peak","Massive granite outcrop with extensive ericaceous shrubs (Kalmia buxifolia, Rhododendron catawbiense, Vaccinium) and stands of spruce (Picea) – fir (Abies) – Sorbus",Non_calcareous,Non_calcareous,36.10564,-81.81786,1757,30,North_facing,90,1,68,83,Dry,10,3,5,20,15,10,5,0,10,3.2,5,76.2,83,83,5,4,9, 
189,93,92,1,0,0,91,1,0,0,55,3,0,28,2,1,3,0,0,62,30,92,0,92,0,51,33,1,4,1,2,0,52,3,37,7/15/2020,7/15/2020,NC,NC-MP-189,GMSP-Storyteller,Watauga County,259266,North_Carolina_State_Parks,"Grandfather Mountain State Park, Grandfather Mountain, Storyteller Rock, Nuwati Trail 1.2 mi E of Tanawha Trail, above Boone Fork of Laurel Creek","Massive granite outcrop with ericaceous shrubs (Kalmia latifolia, Rhododendron catawbiense, Vaccinium) and mixed hardwood (Acer saccharum, A. pensylvanicum, Amelanchier, Betula alleghaniensis, Magnolia) – conifer (Picea, Tsuga) forest",Non_calcareous,Granite,36.11955,-81.79461,1380,20,South_facing,120,3,93,115,Dry,9,3,5,15,15,10,5,0,10,3.2,5,71.2,613,87.57,3,8,11, 
190,146,143,3,3,5,133,0,2,0,87,11,2,37,6,0,0,0,0,91,52,140,3,141,2,68,49,9,13,2,2,1,74,7,61,7/18/2020,7/22/2020,NC,NC-MP-190,PNF-Snooks Nose,McDowell County,256556,United_States_National_Forest_Service,"Pisgah National Forest, Snooks Nose, Snooks Nose Trail/FS Trail 211 ~20 mi S of Blue Ridge Parkway at Green Knob Overlook","Extensive non-calcareous rock outcrop with abundant Pinus pungens, ericaceous shrubs (Kalmia, Rhododendron) and mixed hardwoods (Acer saccharum, Nyssa, Quercus rubra)",Non_calcareous,Non_calcareous,35.69372,-82.21795,1118,25,West_facing,160,1,146,195,Dry,7,4,5,20,15,10,5,0,10,5.2,5,79.2,307,76.75,3,9,12, 
191,113,112,1,2,6,96,6,2,0,96,3,1,9,3,0,0,0,0,69,43,110,2,111,1,63,40,4,4,0,1,1,57,5,49,7/19/2020,7/19/2020,NC,NC-MP-191,PNF-Little Rock Knob,Mitchell,256556,United_States_National_Forest_Service,"Pisgah National Forest, Iron Mountain S-slopes of Little Rock Knob, below Appalachian Trail ~1.75 mi N of Hughes Gap","Northern hardwood (Acer pensylvanicum, A. saccharum, Aesculus, Betula alleghaniensis, Fagus, Fraxinus, Quercus rubra) forest with mature trees and non-calcareous rock outcrops",Non_calcareous,Non_calcareous,36.14974,-82.14852,1500,10,South_facing,90,1,113,149,Dry,2,6,5,20,15,10,5,3,10,3.2,5,82.2,955,106.11,3,11,14, 
192,121,121,0,0,4,109,6,2,0,96,2,0,21,2,0,0,0,0,75,46,121,0,121,0,66,46,4,3,0,2,2,63,4,52,7/24/2020,7/24/2020,NC,NC-MP-192,PNF-Iron Mountain,Mitchell,256556,United_States_National_Forest_Service,"Pisgah National Forest, S-slopes of Iron Mountain, Appalachian Trail ~2.2 mi NE of NC226 at Iron Mountain Gap","Northern hardwood (Acer saccharum, Aesculus, Betula alleghaniensis, Fagus, Fraxinus, Quercus alba, Q. rubra) forest with conglomerate outcrops",Non_calcareous,Conglomerate,36.15729,-82.20619,1356,15,South_facing,140,1,121,152,Wet,3,4,5,20,11,10,5,3,10,3.2,5,76.2,896,89.6,1,13,14, 
193,100,100,0,2,0,92,4,2,0,83,3,2,11,1,0,0,0,0,58,42,98,2,98,2,53,36,6,2,1,2,1,59,3,37,8/7/2020,8/7/2020,NC,NC-MP-193,PNF-Cowbell Hollow,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, SE-slopes of Coldspring Mountain, above Cowbell Hollow, S of Appalachian Trail, 0.5 mi W of Big Rocks of Big Butt","Large quartz outcrops in northern hardwood (Acer saccharum, A. pensylvanicum, Amelanchier, Betula alleghaniensis, Fagus, Quercus rubra) forest with Rhododendron catawbiense understory",Non_calcareous,Quartzite,36.06406,-82.63985,1405,15,East_facing,120,2,100,139,Dry,5,3,5,20,7,10,5,5,8,3.2,5,71.2,615,153.75,3,9,12, 
194,84,84,0,3,0,78,3,0,0,71,1,3,7,2,0,0,0,0,51,33,81,3,81,3,47,30,4,2,0,1,1,40,3,40,7/26/2020,7/26/2020,NC,NC-MP-194,PNF-Little Bald Knob,Mitchell,256556,United_States_National_Forest_Service,"Pisgah National Forest, Iron Mountain, S-slopes of Little Bald Knob, S of Appalachian Trail ~1.5 mi W of Iron Mountain Gap","Northern hardwood (Acer saccharum, Aesculus, Betula alleghaniensis, Fagus, Fraxinus, Quercua alba, Q. rubra) forest with Ilex montana-Acer pensylvanicum stands and schist boulders",Non_calcareous,Schist,36.13209,-82.248,1327,5,South_facing,60,1,84,111,Dry,2,3,5,20,4,10,5,3,8,3.2,5,66.2,891,127.29,3,11,14, 
195,99,98,1,1,0,96,1,0,0,54,6,1,35,2,0,0,0,0,67,31,97,1,97,1,56,31,3,6,0,2,1,42,5,50,7/28/2020,7/28/2020,NC,NC-MP-195,PNF-Grassy Ridge Bald,Mitchell,256556,United_States_National_Forest_Service,"Pisgah National Forest, Roan Mountain, Grassy Ridge Bald above Chimney End Ridge, ~0.6 mi SE of Jane Bald","Grass and shrub bald with granitic rock outcrops, Rhododendron catawbiense-Alnus-Aronia thickets, and isolated Abies and Sorbus",Non_calcareous,Non_calcareous,36.10037,-82.08097,1879,5,West_facing,150,1,99,133,Wet,4,3,0,10,4,10,5,0,8,3.2,5,48.2,256,128,3,3,6, 
196,89,88,1,1,1,84,2,0,0,74,2,0,9,3,0,0,0,0,55,33,87,1,88,0,50,29,4,4,0,1,0,42,5,41,8/2/2020,8/2/2020,NC,NC-MP-196,PNF-Sugarloaf,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, jct of Suglarloaf Mountain and Divide Mountain above Calvin Creek, W of Appalachian Trail ~0.2 mi S of Sugarloaf Gap","Mixed hardwood (Acer saccharum, Amelanchier, Betula lenta, Carya, Fagus, Liriodendron, Magnolia, Quercus alba, Q. rubra) forest with Ilex montana understory and schistose rock outcrops",Non_calcareous,Schist,35.99174,-82.60722,1269,5,West_facing,70,1,89,110,Dry,3,3,5,20,7,10,5,3,8,3.2,5,69.2,860,107.5,0,15,15, 
197,122,121,1,1,7,104,7,2,0,112,1,1,5,2,0,0,0,0,72,49,120,1,120,1,68,41,7,2,3,0,1,69,3,48,8/4/2020,8/4/2020,NC,NC-MP-197,PNF-Snowbird,Haywood,256556,United_States_National_Forest_Service,"Pisgah National Forest, S-slopes of Snowbird Mountain, S of Appalachian Trail just below terminus of Grassy Fork Rd., ca. 0.7 mi E of Wildcat Top","Mixed hardwood (Acer saccharum, Amelanchier, Betula lenta, Carya, Fagus, Magnolia, Quercus alba, Q. rubra) forest with Ilex montana-Gaylussacia-Kalmia understory",Non_calcareous,Non_calcareous,35.78895,-83.05519,1274,10,South_facing,120,2,122,164,Dry,1,4,5,20,11,10,5,3,8,3.2,5,74.2,675,84.38,2,13,15, 
198,104,103,1,3,4,90,5,1,0,95,1,1,3,2,0,0,1,0,58,45,100,3,102,1,56,38,7,2,0,0,1,55,2,45,8/4/2020,8/4/2020,NC,NC-MP-198,PNF-Turkey Gap,Haywood,256556,United_States_National_Forest_Service,"Pisgah National Forest, Snowbird Mountain, S-slopes of Turkey Gap, Appalachian Trail 0.5 mi E of Wlidcat Top","Mixed hardwood (Acer saccharum, Amelanchier, Betula lenta, Carya, Magnolia, Quercus alba, mature Q. prinus) forest with Ilex montana-Gaylussacia understory",Non_calcareous,Non_calcareous,35.78729,-83.03618,1155,5,South_facing,100,2,104,131,Dry,1,6,5,20,11,10,5,3,8,5.2,5,78.2,652,93.14,1,15,16, 
199,111,110,1,4,3,99,3,1,0,92,1,2,13,2,0,0,0,0,61,49,106,4,108,2,56,42,8,3,0,1,1,63,3,43,8/7/2020,8/7/2020,NC,NC-MP-199,PNF-Green Ridge Knob,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, Green Ridge of Coldspring Mountain, N-slopes of Green Ridge Knob, Green Ridge Trail ~0.5 mi W of Appalachian Trail","Fagus dominated northern hardwoods (Acer saccharum, A. pensylvanicum, Betula alleghaniensis, Fagus, Prunus serotina, Quercus rubra) forest",Non_calcareous,Non_calcareous,36.0451,-82.62134,1481,15,North_facing,90,2,111,159,Dry,2,3,5,20,11,10,5,3,10,5.2,5,77.2,752,94,3,9,12, 
200,87,87,0,1,2,79,4,1,0,77,1,1,7,1,0,0,0,0,56,31,86,1,86,1,54,31,0,1,1,0,1,47,2,37,8/8/2020,8/8/2020,NC,NC-MP-200,PNF-Seng Gap,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, Seng Ridge, S-slopes of Seng Gap, above tributary to West Prong of Hickey Fork","Cove hardwood (Acer saccharum, Betula lenta, Carya, Liriodendron, Magnolia fraseri, Quercus alba, Q. rubra, Q. prinus) forest with Hamamelis and Ilex montana",Non_calcareous,Non_calcareous,36.00523,-82.72446,1085,15,South_facing,70,1,87,104,Dry,1,4,5,20,11,10,5,2,10,3.2,5,75.2,909,129.86,1,12,13, 
201,63,62,1,1,1,56,4,0,0,57,2,1,1,1,0,0,0,0,37,25,61,1,61,1,34,23,2,2,1,0,1,32,3,26,8/9/2020,8/9/2020,NC,NC-MP-201,PNF-Big Rock Spring,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, N-slopes of Bluff Mountain, Appalachian Trail ~1.5 mi E of summit, 0.5 mi E of Big Rock Spring","Disturbed mixed hardwood (Acer saccharum, Aesculus, Carya, Liriodendron, Magnolia acuminata, Robinia, Quercus rubra) forest with some mature trees",Non_calcareous,Non_calcareous,35.8536,-82.89635,1402,10,North_facing,60,1,63,77,Dry,1,4,5,15,7,10,5,3,8,3.2,5,65.2,1073,153.29,0,11,11, 
202,79,79,0,1,0,73,5,0,0,54,2,1,18,4,0,0,0,0,57,22,78,1,77,2,44,25,1,4,1,4,0,43,4,32,8/12/2020,8/12/2020,NC,NC-MP-202,PNF-Baxter Cliff,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, Baxter Cliff, ~0.3 mi S of Huckleberry Gap, S of Jerry Miller Trail/FS Trail 286 ~0.5 mi E of Bearwallow Gap","Large quartz cliff with shrub thickets (Ilex montana, Kalmia, Rhododendron catawbiense, Vaccinium) and mixed hardwoods (Amelanchier, Castanea, Magnolia fraseri, Nyssa, Quercus rubra)",Non_calcareous,Quartzite,36.03024,-82.69236,1253,20,West_facing,120,1,79,95,Dry,8,0,5,20,15,10,5,0,10,5.2,5,75.2,303,60.6,3,8,11, 
203,87,87,0,2,0,82,3,0,0,64,6,1,14,2,0,0,0,0,50,37,85,2,85,2,38,33,7,6,0,3,0,45,3,39,8/12/2020,8/12/2020,NC,NC-MP-203,PNF-Big Firescald,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, Chimneyrock Ridge, S-slopes of Big Firescald Knob, S of Appalachian Trail ~0.6 mi E of Bearwallow Gap","Exposed quartz outcrops on ridge in Kalmia-Rhododendron catawbiense-Vaccinium shrub bald with occasional hardwoods (Ilex montana, Prunus, Quercus rubra)",Non_calcareous,Quartzite,36.03832,-82.68928,1384,15,South_facing,100,1,87,122,Dry,8,0,0,10,15,10,5,0,10,3.2,5,58.2,53,53,3,5,8, 
204,100,98,2,2,0,92,3,1,0,86,2,2,5,3,0,0,0,0,54,44,96,2,96,2,50,41,2,4,1,0,1,55,4,38,8/16/2020,8/16/2020,NC,NC-MP-204,PNF-Seng Ridge,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, Seng Ridge, 0.3 mi S of Camp Creek Bald","Mixed hardwood (Acer saccharum, A. pensylvanicum, Betula alleghaniensis, Fagus, Magnolia fraseri, Prunus, Quercus alba, Q. rubra) forest with Ilex montana-Hamamelis understory",Non_calcareous,Non_calcareous,36.01857,-82.71436,1407,5,East_facing,70,1,100,145,Dry,1,0,5,20,11,10,5,3,8,3.2,5,70.2,625,89.29,3,12,15, 
205,97,97,0,0,3,82,10,2,0,87,1,0,9,0,0,0,0,0,55,42,97,0,97,0,51,40,1,1,3,1,1,57,2,37,8/17/2020,8/17/2020,NC,NC-MP-205,PNF-Spring Mountain,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, E-slopes of Spring Mountain, E of Appalachian Trial ~0.25 mi N of shelter, above Rock Branch of Little Laurel Creek","Hickory (Carya sp., C. ovata) dominated hardwood (Acer saccharum, Betula lenta, Carya, Fraxinus, Liriodendron, Magnolia fraseri, Prunus, Quercus alba, Q. rubra) forest with conglomerate outcrops",Non_calcareous,Conglomerate,35.95575,-82.78694,1095,10,East_facing,120,1,97,118,Wet,2,3,5,20,7,10,5,2,8,3.2,5,68.2,512,102.4,2,11,13, 
206,108,108,0,2,4,95,7,0,0,89,2,2,15,0,0,0,0,0,64,44,106,2,106,2,57,43,3,2,1,2,1,59,2,46,8/17/2020,8/17/2020,NC,NC-MP-206,PNF-Big Hurricane,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, S-slopes of Spring Mountain, E of Appalachian Trial just S of Golden Ridge, ~1.25 mi N of Hurricane Gap, above Big Hurricane Creek","Hardwood (Acer saccharum, Carya, Liriodendron, Prunus, Quercus alba, Q. rubra) forest with sandstone outcrops",Non_calcareous,Sandstone,35.94914,-82.79238,1065,15,South_facing,80,1,108,148,Dry,5,3,5,15,4,10,5,3,8,3.2,5,61.2,632,90.29,1,8,9, 
207,107,107,0,2,4,95,5,1,0,91,3,1,5,7,0,0,0,0,63,44,105,2,106,1,57,38,5,5,2,0,1,65,6,35,8/22/2020,8/22/2020,NC,NC-MP-207,PNF-Snakeden Ridge,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, Coldspring Mountain, S-slopes of Snakeden Ridge, ~0.3 mi N of Flint Gap","Hardwood (Acer saccharum, Carya, Oxydendrum, Quercus alba, Q. prinus, Q. rubra) – Pinus strobus forest with Kalmia thickets",Non_calcareous,Non_calcareous,36.04084,-82.60581,1186,15,South_facing,80,1,107,142,Dry,1,3,5,20,11,10,5,3,10,3.2,5,75.2,541,77.29,2,11,13, 
208,106,104,2,2,1,94,5,2,0,98,1,1,1,3,0,0,0,0,57,47,102,2,103,1,55,41,5,2,1,0,1,53,3,47,8/23/2020,8/23/2020,NC,NC-MP-208,PNF-Buckeye Ridge,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, N-slope of Roaring Fork Mountain, spur of Buckeye Ridge","Northern hardwood (Acer saccharum, Betula alleghaniensis, Fagus, Ilex montana, Magnolia acuminata, M. fraseri, Quercus rubra) forest",Non_calcareous,Non_calcareous,35.8014,-82.95096,1331,5,North_facing,90,1,106,141,Dry,1,0,5,20,11,10,5,3,8,3.2,5,70.2,839,119.86,2,10,12, 
